HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
-1.59098,,,,,-5413.94287,-8.20138,,-8.62759,,,,,-0.2571,,-8.60138,-0.28248,,,,,,,,0.61518,-8.32103,2023-12-01T10:00:00.0,,,,,,0.61518,-5413.94287,,,,,,,-0.2571,-1.59098,-0.28248,-8.20138,-8.20138,-8.32103,-8.62759
-0.25947,,,,,,-8.25167,,-8.68667,,,,,-0.04097,,-8.67333,-0.80202,,,,,,,,0.5809,-8.386,2023-12-01T10:30:00.0,,,,,,0.5809,,,,,,,,-0.04097,-0.25947,-0.80202,-8.25167,-8.25167,-8.386,-8.68667
0.15888,,,,,-4140.64502,-8.28033,,-8.725,,,,,-0.2683,,-8.704,-0.24923,,,,,,,,0.60149,-8.42167,2023-12-01T11:00:00.0,,,,,,0.60149,-4140.64502,,,,,,,-0.2683,0.15888,-0.24923,-8.28033,-8.28033,-8.42167,-8.725
0.27924,,,,,,-8.281,,-8.74433,,,,,-0.31532,,-8.71767,0.16641,,,,,,,,0.63542,-8.43167,2023-12-01T11:30:00.0,,,,,,0.63542,,,,,,,,-0.31532,0.27924,0.16641,-8.281,-8.281,-8.43167,-8.74433
-0.50625,,,,,,-8.27667,,-8.741,,,,,-0.23183,,-8.72367,-0.87048,,,,,,,,0.55326,-8.43367,2023-12-01T12:00:00.0,,,,,,0.55326,,,,,,,,-0.23183,-0.50625,-0.87048,-8.27667,-8.27667,-8.43367,-8.741
-1.07728,,,,,-1732.75305,-8.29333,,-8.75267,,,,,-0.04518,,-8.73933,-0.25833,,,,,,,,0.59554,-8.44833,2023-12-01T12:30:00.0,,,,,,0.59554,-1732.75305,,,,,,,-0.04518,-1.07728,-0.25833,-8.29333,-8.29333,-8.44833,-8.75267
-1.05905,,,,,-2123.93701,-8.36067,,-8.811,,,,,-0.08891,,-8.79567,-0.92756,,,,,,,,0.5559,-8.50167,2023-12-01T13:00:00.0,,,,,,0.5559,-2123.93701,,,,,,,-0.08891,-1.05905,-0.92756,-8.36067,-8.36067,-8.50167,-8.811
-2.37407,,,,,-3823.93896,-8.45233,,-8.89733,,,,,-0.15371,,-8.87633,-0.62051,,,,,,,,0.61918,-8.593,2023-12-01T13:30:00.0,,,,,,0.61918,-3823.93896,,,,,,,-0.15371,-2.37407,-0.62051,-8.45233,-8.45233,-8.593,-8.89733
-2.18746,,,,,-5987.30811,-8.57733,,-9.012,,,,,-0.09434,,-8.987,-0.70682,,,,,,,,0.61012,-8.704,2023-12-01T14:00:00.0,,,,,,0.61012,-5987.30811,,,,,,,-0.09434,-2.18746,-0.70682,-8.57733,-8.57733,-8.704,-9.012
-2.79615,,,,,-4083.47803,-8.684,,-9.10467,,,,,0.01894,,-9.07433,-0.83856,,,,,,,,0.63171,-8.80367,2023-12-01T14:30:00.0,,,,,,0.63171,-4083.47803,,,,,,,0.01894,-2.79615,-0.83856,-8.684,-8.684,-8.80367,-9.10467
-2.06959,,,,,-2140.55396,-8.844,,-9.262,,,,,-0.16614,,-9.22333,-0.07123,,,,,,,,0.57413,-8.95867,2023-12-01T15:00:00.0,,,,,,0.57413,-2140.55396,,,,,,,-0.16614,-2.06959,-0.07123,-8.844,-8.844,-8.95867,-9.262
0.89113,,,,,62176.85156,-8.87867,,-9.29133,,,,,0.01992,,-9.24,0.32623,,,,,,,,0.54944,-8.985,2023-12-01T15:30:00.0,,,,,,0.54944,62176.85156,,,,,,,0.01992,0.89113,0.32623,-8.87867,-8.87867,-8.985,-9.29133
-0.75838,,,,,2165.16699,-8.86267,,-9.25567,,,,,0.29913,,-9.199,0.3056,,,,,,,,0.46837,-8.96633,2023-12-01T16:00:00.0,,,,,,0.46837,2165.16699,,,,,,,0.29913,-0.75838,0.3056,-8.86267,-8.86267,-8.96633,-9.25567
0.61968,,,,,5289.01807,-8.86,,-9.25667,,,,,0.31784,,-9.17133,0.60087,,,,,,,,0.49991,-8.96367,2023-12-01T16:30:00.0,,,,,,0.49991,5289.01807,,,,,,,0.31784,0.61968,0.60087,-8.86,-8.86,-8.96367,-9.25667
0.77889,,,,,5260.31299,-8.81633,,-9.22033,,,,,0.00985,,-9.13333,0.34588,,,,,,,,0.45255,-8.927,2023-12-01T17:00:00.0,,,,,,0.45255,5260.31299,,,,,,,0.00985,0.77889,0.34588,-8.81633,-8.81633,-8.927,-9.22033
0.3843,,,,,-548394.6875,-8.794,,-9.20433,,,,,0.01992,,-9.11967,0.48974,,,,,,,,0.49444,-8.90633,2023-12-01T17:30:00.0,,,,,,0.49444,-548394.6875,,,,,,,0.01992,0.3843,0.48974,-8.794,-8.794,-8.90633,-9.20433
-0.66563,,,,,-3370.26489,-8.804,,-9.224,,,,,0.13267,,-9.12167,-0.04358,,,,,,,,0.45565,-8.92867,2023-12-01T18:00:00.0,,,,,,0.45565,-3370.26489,,,,,,,0.13267,-0.66563,-0.04358,-8.804,-8.804,-8.92867,-9.224
-1.00593,,,,,-2312.95288,-8.83867,,-9.25967,,,,,0.05556,,-9.17433,-0.84572,,,,,,,,0.59378,-8.95933,2023-12-01T18:30:00.0,,,,,,0.59378,-2312.95288,,,,,,,0.05556,-1.00593,-0.84572,-8.83867,-8.83867,-8.95933,-9.25967
-0.94917,,,,,-1878.25098,-8.88467,,-9.308,,,,,0.02538,,-9.223,-0.14335,,,,,,,,0.43513,-8.99667,2023-12-01T19:00:00.0,,,,,,0.43513,-1878.25098,,,,,,,0.02538,-0.94917,-0.14335,-8.88467,-8.88467,-8.99667,-9.308
-1.15405,,,,,,-8.95767,,-9.38533,,,,,-0.04612,,-9.29667,-0.33668,,,,,,,,0.47028,-9.089,2023-12-01T19:30:00.0,,,,,,0.47028,,,,,,,,-0.04612,-1.15405,-0.33668,-8.95767,-8.95767,-9.089,-9.38533
-1.27437,,,,,-1364.75696,-9.04433,,-9.46567,,,,,-0.15017,,-9.359,-0.50194,,,,,,,,0.47592,-9.16267,2023-12-01T20:00:00.0,,,,,,0.47592,-1364.75696,,,,,,,-0.15017,-1.27437,-0.50194,-9.04433,-9.04433,-9.16267,-9.46567
-1.13168,,,,,-4043.31909,-9.101,,-9.526,,,,,-0.06089,,-9.41167,-0.32164,,,,,,,,0.50183,-9.22267,2023-12-01T20:30:00.0,,,,,,0.50183,-4043.31909,,,,,,,-0.06089,-1.13168,-0.32164,-9.101,-9.101,-9.22267,-9.526
-0.07679,,,,,-9822.46777,-9.12533,,-9.537,,,,,-0.04435,,-9.43033,-0.11168,,,,,,,,0.42796,-9.237,2023-12-01T21:00:00.0,,,,,,0.42796,-9822.46777,,,,,,,-0.04435,-0.07679,-0.11168,-9.12533,-9.12533,-9.237,-9.537
-0.7821,,,,,-1745.31702,-9.14,,-9.55467,,,,,0.02859,,-9.453,-0.2935,,,,,,,,0.44471,-9.25567,2023-12-01T21:30:00.0,,,,,,0.44471,-1745.31702,,,,,,,0.02859,-0.7821,-0.2935,-9.14,-9.14,-9.25567,-9.55467
-0.8718,,,,,-2365.56006,-9.166,,-9.573,,,,,0.04898,,-9.47067,0.21905,,,,,,,,0.62519,-9.28767,2023-12-01T22:00:00.0,,,,,,0.62519,-2365.56006,,,,,,,0.04898,-0.8718,0.21905,-9.166,-9.166,-9.28767,-9.573
-1.23535,,,,,-1702.59094,-9.261,,-9.68967,,,,,-0.03558,,-9.53667,0.26708,,,,,,,,0.6051,-9.37967,2023-12-01T22:30:00.0,,,,,,0.6051,-1702.59094,,,,,,,-0.03558,-1.23535,0.26708,-9.261,-9.261,-9.37967,-9.68967
-2.76694,,,,,-899.4519,-9.37367,,-9.81567,,,,,0.021,,-9.64567,-0.89336,,,,,,,,0.49564,-9.50333,2023-12-01T23:00:00.0,,,,,,0.49564,-899.4519,,,,,,,0.021,-2.76694,-0.89336,-9.37367,-9.37367,-9.50333,-9.81567
-4.4607,,,,,-561.22552,-9.55133,,-9.98667,,,,,-0.28411,,-9.83067,-1.90306,,,,,,,,0.39847,-9.678,2023-12-01T23:30:00.0,,,,,,0.39847,-561.22552,,,,,,,-0.28411,-4.4607,-1.90306,-9.55133,-9.55133,-9.678,-9.98667
-0.31233,,,,,-1098.68506,-9.66533,,-10.08233,,,,,0.23829,,-9.92967,-0.2537,,,,,,,,0.52359,-9.77833,2023-12-02T00:00:00.0,,,,,,0.52359,-1098.68506,,,,,,,0.23829,-0.31233,-0.2537,-9.66533,-9.66533,-9.77833,-10.08233
-0.88706,,,,,-1389.77002,-9.64367,,-10.05433,,,,,-0.06559,,-9.91367,-0.50754,,,,,,,,0.57504,-9.74667,2023-12-02T00:30:00.0,,,,,,0.57504,-1389.77002,,,,,,,-0.06559,-0.88706,-0.50754,-9.64367,-9.64367,-9.74667,-10.05433
-0.79945,,,,,2196.19312,-9.74667,,-10.14033,,,,,-0.00585,,-10.01533,-0.51395,,,,,,,,0.57004,-9.84567,2023-12-02T01:00:00.0,,,,,,0.57004,2196.19312,,,,,,,-0.00585,-0.79945,-0.51395,-9.74667,-9.74667,-9.84567,-10.14033
-2.37035,,,,,-892.52802,-9.82966,,-10.23069,,,,,0.04669,,-10.09172,-0.53638,,,,,,,,0.45025,-9.93586,2023-12-02T01:30:00.0,,,,,,0.45025,-892.52802,,,,,,,0.04669,-2.37035,-0.53638,-9.82966,-9.82966,-9.93586,-10.23069
-0.92389,,,,,-1026.83606,-9.89833,,-10.28533,,,,,0.01336,,-10.16067,-0.67852,,,,,,,,0.4364,-9.99667,2023-12-02T02:00:00.0,,,,,,0.4364,-1026.83606,,,,,,,0.01336,-0.92389,-0.67852,-9.89833,-9.89833,-9.99667,-10.28533
-0.6621,,,,,-11522.44043,-9.92033,,-10.28667,,,,,0.11253,,-10.181,-0.82811,,,,,,,,0.38665,-10.01033,2023-12-02T02:30:00.0,,,,,,0.38665,-11522.44043,,,,,,,0.11253,-0.6621,-0.82811,-9.92033,-9.92033,-10.01033,-10.28667
-5.49958,,,,,1006.85699,-10.04069,,-10.39276,,,,,0.05299,,-10.26759,-1.48286,,,,,,,,0.41108,-10.11241,2023-12-02T03:00:00.0,,,,,,0.41108,1006.85699,,,,,,,0.05299,-5.49958,-1.48286,-10.04069,-10.04069,-10.11241,-10.39276
-3.23814,,,,,362.38971,-10.33167,,-10.64933,,,,,0.06099,,-10.499,-1.12418,,,,,,,,0.29892,-10.38767,2023-12-02T03:30:00.0,,,,,,0.29892,362.38971,,,,,,,0.06099,-3.23814,-1.12418,-10.33167,-10.33167,-10.38767,-10.64933
0.045,,,,,352.54019,-10.44,,-10.75967,,,,,0.14718,,-10.60767,-0.34954,,,,,,,,0.25878,-10.50867,2023-12-02T04:00:00.0,,,,,,0.25878,352.54019,,,,,,,0.14718,0.045,-0.34954,-10.44,-10.44,-10.50867,-10.75967
1.98115,,,,,988.2962,-10.37767,,-10.72267,,,,,0.10537,,-10.57167,0.31868,,,,,,,,0.30716,-10.46333,2023-12-02T04:30:00.0,,,,,,0.30716,988.2962,,,,,,,0.10537,1.98115,0.31868,-10.37767,-10.37767,-10.46333,-10.72267
1.89436,,,,,1396.06702,-10.27633,,-10.61633,,,,,0.1227,,-10.47433,0.65063,,,,,,,,0.27786,-10.36567,2023-12-02T05:00:00.0,,,,,,0.27786,1396.06702,,,,,,,0.1227,1.89436,0.65063,-10.27633,-10.27633,-10.36567,-10.61633
1.42165,,,,,-4787.69922,-10.16933,,-10.53167,,,,,0.06876,,-10.39467,0.32652,,,,,,,,0.3869,-10.27633,2023-12-02T05:30:00.0,,,,,,0.3869,-4787.69922,,,,,,,0.06876,1.42165,0.32652,-10.16933,-10.16933,-10.27633,-10.53167
0.43454,,,,,,-10.13467,,-10.51533,,,,,0.12718,,-10.38467,0.19172,,,,,,,,0.30637,-10.245,2023-12-02T06:00:00.0,,,,,,0.30637,,,,,,,,0.12718,0.43454,0.19172,-10.13467,-10.13467,-10.245,-10.51533
0.59383,,,,,7235.49121,-10.115,,-10.46133,,,,,0.21328,,-10.322,0.41661,,,,,,,,0.32219,-10.19867,2023-12-02T06:30:00.0,,,,,,0.32219,7235.49121,,,,,,,0.21328,0.59383,0.41661,-10.115,-10.115,-10.19867,-10.46133
0.45033,,,,,94753.92969,-10.07367,,-10.41933,,,,,0.09165,,-10.28667,0.31165,,,,,,,,0.3627,-10.15867,2023-12-02T07:00:00.0,,,,,,0.3627,94753.92969,,,,,,,0.09165,0.45033,0.31165,-10.07367,-10.07367,-10.15867,-10.41933
0.90144,,,,,-2919.229,-10.04,,-10.382,,,,,0.1628,,-10.23667,0.43947,,,,,,,,0.35719,-10.125,2023-12-02T07:30:00.0,,,,,,0.35719,-2919.229,,,,,,,0.1628,0.90144,0.43947,-10.04,-10.04,-10.125,-10.382
1.7663,,,,,-3571.6731,-9.96033,,-10.288,,,,,0.16005,,-10.15767,0.52695,,,,,,,,0.34966,-10.04633,2023-12-02T08:00:00.0,,,,,,0.34966,-3571.6731,,,,,,,0.16005,1.7663,0.52695,-9.96033,-9.96033,-10.04633,-10.288
1.55484,,,,,-10159.5498,-9.872,,-10.22,,,,,0.17509,,-10.092,0.16677,,,,,,,,0.35721,-9.969,2023-12-02T08:30:00.0,,,,,,0.35721,-10159.5498,,,,,,,0.17509,1.55484,0.16677,-9.872,-9.872,-9.969,-10.22
0.53684,,,,,646.57458,-9.8,,-10.117,,,,,0.1752,,-10.00067,0.1475,,,,,,,,0.29926,-9.88467,2023-12-02T09:00:00.0,,,,,,0.29926,646.57458,,,,,,,0.1752,0.53684,0.1475,-9.8,-9.8,-9.88467,-10.117
-3.9505,,,,,299.00751,-9.875,,-10.16367,,,,,0.26763,,-10.025,-1.14312,,,,,,,,0.27629,-9.936,2023-12-02T09:30:00.0,,,,,,0.27629,299.00751,,,,,,,0.26763,-3.9505,-1.14312,-9.875,-9.875,-9.936,-10.16367
-1.7716,,,,,261.19312,-10.02133,,-10.259,,,,,0.15782,,-10.093,-0.53631,,,,,,,,0.28734,-10.05233,2023-12-02T10:00:00.0,,,,,,0.28734,261.19312,,,,,,,0.15782,-1.7716,-0.53631,-10.02133,-10.02133,-10.05233,-10.259
-0.71685,,,,,170.9959,-10.081,,-10.28167,,,,,0.1406,,-10.10567,-0.38992,,,,,,,,0.24416,-10.09633,2023-12-02T10:30:00.0,,,,,,0.24416,170.9959,,,,,,,0.1406,-0.71685,-0.38992,-10.081,-10.081,-10.09633,-10.28167
0.82905,,,,,301.29779,-10.05533,,-10.32367,,,,,0.2645,,-10.17267,0.19472,,,,,,,,0.27072,-10.11367,2023-12-02T11:00:00.0,,,,,,0.27072,301.29779,,,,,,,0.2645,0.82905,0.19472,-10.05533,-10.05533,-10.11367,-10.32367
-3.2838,,,,,589.02972,-10.11333,,-10.393,,,,,0.28819,,-10.25733,-0.80093,,,,,,,,0.35286,-10.16167,2023-12-02T11:30:00.0,,,,,,0.35286,589.02972,,,,,,,0.28819,-3.2838,-0.80093,-10.11333,-10.11333,-10.16167,-10.393
-6.98103,,,,,147.5074,-10.37233,,-10.622,,,,,-0.00161,,-10.48733,-2.22724,,,,,,,,0.27604,-10.402,2023-12-02T12:00:00.0,,,,,,0.27604,147.5074,,,,,,,-0.00161,-6.98103,-2.22724,-10.37233,-10.37233,-10.402,-10.622
-8.96509,,,,,141.6107,-10.77367,,-10.97133,,,,,0.28218,,-10.83767,-2.68761,,,,,,,,0.32756,-10.75767,2023-12-02T12:30:00.0,,,,,,0.32756,141.6107,,,,,,,0.28218,-8.96509,-2.68761,-10.77367,-10.77367,-10.75767,-10.97133
-8.40196,,,,,4011.43799,-11.20267,,-11.397,,,,,0.165,,-11.25967,-2.58214,,,,,,,,0.33549,-11.183,2023-12-02T13:00:00.0,,,,,,0.33549,4011.43799,,,,,,,0.165,-8.40196,-2.58214,-11.20267,-11.20267,-11.183,-11.397
-5.2902,,,,,938.78192,-11.57367,,-11.736,,,,,0.12351,,-11.59,-1.23961,,,,,,,,0.34679,-11.54233,2023-12-02T13:30:00.0,,,,,,0.34679,938.78192,,,,,,,0.12351,-5.2902,-1.23961,-11.57367,-11.57367,-11.54233,-11.736
-5.11738,,,,,111.5355,-11.76133,,-11.911,,,,,0.09612,,-11.743,-1.93612,,,,,,,,0.26393,-11.73367,2023-12-02T14:00:00.0,,,,,,0.26393,111.5355,,,,,,,0.09612,-5.11738,-1.93612,-11.76133,-11.76133,-11.73367,-11.911
-8.25243,,,,,,-12.10233,,-11.985,,,,,0.46422,,-11.77833,-3.06676,,,,,,,,0.24453,-11.94,2023-12-02T14:30:00.0,,,,,,0.24453,,,,,,,,0.46422,-8.25243,-3.06676,-12.10233,-12.10233,-11.94,-11.985
-4.50518,,,,,67.67861,-12.30433,,-11.98733,,,,,-0.24676,,-11.678,-1.00129,,,,,,,,0.27614,-12.05133,2023-12-02T15:00:00.0,,,,,,0.27614,67.67861,,,,,,,-0.24676,-4.50518,-1.00129,-12.30433,-12.30433,-12.05133,-11.98733
-4.37173,,,,,61.2927,-12.53567,,-11.986,,,,,0.24591,,-11.62267,-1.58296,,,,,,,,0.26039,-12.18933,2023-12-02T15:30:00.0,,,,,,0.26039,61.2927,,,,,,,0.24591,-4.37173,-1.58296,-12.53567,-12.53567,-12.18933,-11.986
-6.445,,,,,50.26396,-12.62333,,-12.09267,,,,,-0.02004,,-11.64567,-2.03619,,,,,,,,0.26339,-12.291,2023-12-02T16:00:00.0,,,,,,0.26339,50.26396,,,,,,,-0.02004,-6.445,-2.03619,-12.62333,-12.62333,-12.291,-12.09267
-1.93406,,,,,59.62159,-12.86233,,-12.37567,,,,,-0.13437,,-11.992,-0.98712,,,,,,,,0.22802,-12.52767,2023-12-02T16:30:00.0,,,,,,0.22802,59.62159,,,,,,,-0.13437,-1.93406,-0.98712,-12.86233,-12.86233,-12.52767,-12.37567
-3.22343,,,,,57.68052,-13.05033,,-12.66333,,,,,0.08926,,-12.22067,-1.04797,,,,,,,,0.24295,-12.72867,2023-12-02T17:00:00.0,,,,,,0.24295,57.68052,,,,,,,0.08926,-3.22343,-1.04797,-13.05033,-13.05033,-12.72867,-12.66333
-1.94809,,,,,,-13.169,,-12.79767,,,,,-0.03202,,-12.37103,-0.5769,,,,,,,,0.26288,-12.875,2023-12-02T17:30:00.0,,,,,,0.26288,,,,,,,,-0.03202,-1.94809,-0.5769,-13.169,-13.169,-12.875,-12.79767
-2.92282,,,,,91.54031,-13.333,,-12.97033,,,,,0.16032,,-12.452,-1.10263,,,,,,,,0.28371,-13.058,2023-12-02T18:00:00.0,,,,,,0.28371,91.54031,,,,,,,0.16032,-2.92282,-1.10263,-13.333,-13.333,-13.058,-12.97033
-6.49766,,,,,39.88151,-13.567,,-13.11167,,,,,0.06083,,-12.41367,-1.57029,,,,,,,,0.2099,-13.268,2023-12-02T18:30:00.0,,,,,,0.2099,39.88151,,,,,,,0.06083,-6.49766,-1.57029,-13.567,-13.567,-13.268,-13.11167
0.29743,,,,,89.59632,-13.74067,,-13.13767,,,,,0.34538,,-12.243,-0.04388,,,,,,,,0.2734,-13.39967,2023-12-02T19:00:00.0,,,,,,0.2734,89.59632,,,,,,,0.34538,0.29743,-0.04388,-13.74067,-13.74067,-13.39967,-13.13767
-4.63982,,,,,,-13.855,,-13.22167,,,,,0.0789,,-12.26533,-1.31083,,,,,,,,0.25814,-13.58033,2023-12-02T19:30:00.0,,,,,,0.25814,,,,,,,,0.0789,-4.63982,-1.31083,-13.855,-13.855,-13.58033,-13.22167
