HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux
-4.01351,,,,,334.09561,,,,,,,,0.17363,,,-2.12732,,,,,,,,0.59637,,2024-11-24T02:30:00.0,,,,,,0.59637,334.09561,,,,,,,0.17363,-4.01351,-2.12732
-3.40068,,,,,289.1311,,,,,,,,-0.16544,,,-0.84982,,,,,,,,0.58139,,2024-11-24T03:00:00.0,,,,,,0.58139,289.1311,,,,,,,-0.16544,-3.40068,-0.84982
1.63598,,,,,334.2641,,,,,,,,-0.14653,,,-0.51265,,,,,,,,0.6369,,2024-11-24T03:30:00.0,,,,,,0.6369,334.2641,,,,,,,-0.14653,1.63598,-0.51265
-3.40701,,,,,258.21521,,,,,,,,0.11246,,,-1.09158,,,,,,,,0.50366,,2024-11-24T04:00:00.0,,,,,,0.50366,258.21521,,,,,,,0.11246,-3.40701,-1.09158
1.1674,,,,,203.1496,,,,,,,,-0.19702,,,0.18518,,,,,,,,0.50713,,2024-11-24T04:30:00.0,,,,,,0.50713,203.1496,,,,,,,-0.19702,1.1674,0.18518
-2.72612,,,,,166.2648,,,,,,,,0.15756,,,-0.78543,,,,,,,,0.48039,,2024-11-24T05:00:00.0,,,,,,0.48039,166.2648,,,,,,,0.15756,-2.72612,-0.78543
2.76056,,,,,147.0899,,,,,,,,-0.35993,,,1.39735,,,,,,,,0.44017,,2024-11-24T05:30:00.0,,,,,,0.44017,147.0899,,,,,,,-0.35993,2.76056,1.39735
4.43855,,,,,145.2386,,,,,,,,-0.36764,,,1.32635,,,,,,,,0.48554,,2024-11-24T06:00:00.0,,,,,,0.48554,145.2386,,,,,,,-0.36764,4.43855,1.32635
6.40806,,,,,227.92101,,,,,,,,-0.09691,,,3.06534,,,,,,,,0.57797,,2024-11-24T06:30:00.0,,,,,,0.57797,227.92101,,,,,,,-0.09691,6.40806,3.06534
3.03391,,,,,240.2856,,,,,,,,0.1303,,,1.38468,,,,,,,,0.55494,,2024-11-24T07:00:00.0,,,,,,0.55494,240.2856,,,,,,,0.1303,3.03391,1.38468
2.95209,,,,,276.58521,,,,,,,,-0.24963,,,1.05497,,,,,,,,0.62776,,2024-11-24T07:30:00.0,,,,,,0.62776,276.58521,,,,,,,-0.24963,2.95209,1.05497
-5.68079,,,,,170.7401,,,,,,,,0.40864,,,-2.17215,,,,,,,,0.49639,,2024-11-24T08:00:00.0,,,,,,0.49639,170.7401,,,,,,,0.40864,-5.68079,-2.17215
4.89897,,,,,274.80411,,,,,,,,0.05285,,,4.61315,,,,,,,,0.60155,,2024-11-24T08:30:00.0,,,,,,0.60155,274.80411,,,,,,,0.05285,4.89897,4.61315
6.00955,,,,,259.14081,,,,,,,,0.26759,,,5.16667,,,,,,,,0.52242,,2024-11-24T09:00:00.0,,,,,,0.52242,259.14081,,,,,,,0.26759,6.00955,5.16667
5.56857,,,,,631.42621,,,,,,,,-0.28834,,,2.59062,,,,,,,,0.75408,,2024-11-24T09:30:00.0,,,,,,0.75408,631.42621,,,,,,,-0.28834,5.56857,2.59062
2.38547,,,,,463.97781,,,,,,,,-0.04293,,,-0.24312,,,,,,,,0.5963,,2024-11-24T10:00:00.0,,,,,,0.5963,463.97781,,,,,,,-0.04293,2.38547,-0.24312
-2.48233,,,,,745.81659,,,,,,,,0.12693,,,-2.79288,,,,,,,,0.60673,,2024-11-24T10:30:00.0,,,,,,0.60673,745.81659,,,,,,,0.12693,-2.48233,-2.79288
1.26574,,,,,2035.48499,,,,,,,,-0.21146,,,2.16817,,,,,,,,0.78266,,2024-11-24T11:00:00.0,,,,,,0.78266,2035.48499,,,,,,,-0.21146,1.26574,2.16817
5.28417,,,,,983.14423,,,,,,,,0.06349,,,2.83896,,,,,,,,0.56799,,2024-11-24T11:30:00.0,,,,,,0.56799,983.14423,,,,,,,0.06349,5.28417,2.83896
0.61212,,,,,3446.46509,,,,,,,,0.21425,,,-1.86695,,,,,,,,0.71654,,2024-11-24T12:00:00.0,,,,,,0.71654,3446.46509,,,,,,,0.21425,0.61212,-1.86695
-0.35418,,,,,3627.03589,,,,,,,,0.07744,,,0.57528,,,,,,,,0.74464,,2024-11-24T12:30:00.0,,,,,,0.74464,3627.03589,,,,,,,0.07744,-0.35418,0.57528
-1.43527,,,,,5510.51514,,,,,,,,-0.31943,,,-2.68353,,,,,,,,0.69111,,2024-11-24T13:00:00.0,,,,,,0.69111,5510.51514,,,,,,,-0.31943,-1.43527,-2.68353
-0.13581,,,,,1873.974,,,,,,,,-0.12304,,,0.222,,,,,,,,0.70872,,2024-11-24T13:30:00.0,,,,,,0.70872,1873.974,,,,,,,-0.12304,-0.13581,0.222
-2.67928,,,,,1862.46899,,,,,,,,0.16736,,,-1.65835,,,,,,,,0.64427,,2024-11-24T14:00:00.0,,,,,,0.64427,1862.46899,,,,,,,0.16736,-2.67928,-1.65835
1.86105,,,,,873.75647,,,,,,,,0.29171,,,1.99219,,,,,,,,0.56648,,2024-11-24T14:30:00.0,,,,,,0.56648,873.75647,,,,,,,0.29171,1.86105,1.99219
-3.28392,,,,,1281.04602,,,,,,,,0.28143,,,-0.69418,,,,,,,,0.6779,,2024-11-24T15:00:00.0,,,,,,0.6779,1281.04602,,,,,,,0.28143,-3.28392,-0.69418
-7.97469,,,,,1422.38403,,,,,,,,0.22797,,,-4.91124,,,,,,,,0.61712,,2024-11-24T15:30:00.0,,,,,,0.61712,1422.38403,,,,,,,0.22797,-7.97469,-4.91124
-11.35779,,,,,198.3584,,,,,,,,0.16167,,,-4.63788,,,,,,,,0.37632,,2024-11-24T16:00:00.0,,,,,,0.37632,198.3584,,,,,,,0.16167,-11.35779,-4.63788
-6.08709,,,,,125.4968,,,,,,,,0.00746,,,-2.74995,,,,,,,,0.34507,,2024-11-24T16:30:00.0,,,,,,0.34507,125.4968,,,,,,,0.00746,-6.08709,-2.74995
-5.3425,,,,,33.97116,,,,,,,,0.0817,,,-3.13464,,,,,,,,0.21773,,2024-11-24T17:00:00.0,,,,,,0.21773,33.97116,,,,,,,0.0817,-5.3425,-3.13464
-2.52194,,,,,17.69443,,,,,,,,0.29095,,,-1.04654,,,,,,,,0.15504,,2024-11-24T17:30:00.0,,,,,,0.15504,17.69443,,,,,,,0.29095,-2.52194,-1.04654
1.43256,,,,,67.38104,,,,,,,,0.23581,,,1.65381,,,,,,,,0.25084,,2024-11-24T18:00:00.0,,,,,,0.25084,67.38104,,,,,,,0.23581,1.43256,1.65381
1.20705,,,,,84.25541,,,,,,,,0.0224,,,0.79853,,,,,,,,0.27046,,2024-11-24T18:30:00.0,,,,,,0.27046,84.25541,,,,,,,0.0224,1.20705,0.79853
-2.00764,,,,,385.09851,,,,,,,,0.24302,,,0.48093,,,,,,,,0.38372,,2024-11-24T19:00:00.0,,,,,,0.38372,385.09851,,,,,,,0.24302,-2.00764,0.48093
5.14565,,,,,315.79019,,,,,,,,-0.13252,,,1.30817,,,,,,,,0.3527,,2024-11-24T19:30:00.0,,,,,,0.3527,315.79019,,,,,,,-0.13252,5.14565,1.30817
13.28894,,,,,291.45181,,,,,,,,-0.68614,,,7.0184,,,,,,,,0.4205,,2024-11-24T20:00:00.0,,,,,,0.4205,291.45181,,,,,,,-0.68614,13.28894,7.0184
13.9562,,,,,219.5043,,,,,,,,-0.22962,,,8.59749,,,,,,,,0.44628,,2024-11-24T20:30:00.0,,,,,,0.44628,219.5043,,,,,,,-0.22962,13.9562,8.59749
16.73857,,,,,234.20441,,,,,,,,-0.25392,,,13.22607,,,,,,,,0.53088,,2024-11-24T21:00:00.0,,,,,,0.53088,234.20441,,,,,,,-0.25392,16.73857,13.22607
9.11333,,,,,392.30811,,,,,,,,0.12046,,,6.54918,,,,,,,,0.52357,,2024-11-24T21:30:00.0,,,,,,0.52357,392.30811,,,,,,,0.12046,9.11333,6.54918
7.05768,,,,,488.33359,,,,,,,,0.06342,,,3.81284,,,,,,,,0.67414,,2024-11-24T22:00:00.0,,,,,,0.67414,488.33359,,,,,,,0.06342,7.05768,3.81284
0.39603,,,,,397.86319,,,,,,,,0.07612,,,-1.83746,,,,,,,,0.66954,,2024-11-24T22:30:00.0,,,,,,0.66954,397.86319,,,,,,,0.07612,0.39603,-1.83746
-0.84166,,,,,456.7041,,,,,,,,-0.09374,,,-3.1327,,,,,,,,0.70237,,2024-11-24T23:00:00.0,,,,,,0.70237,456.7041,,,,,,,-0.09374,-0.84166,-3.1327
-1.7972,,,,,740.10858,,,,,,,,0.24329,,,-2.16659,,,,,,,,0.80102,,2024-11-24T23:30:00.0,,,,,,0.80102,740.10858,,,,,,,0.24329,-1.7972,-2.16659
-2.10928,,,,,696.36292,,,,,,,,-0.1343,,,-0.86491,,,,,,,,0.85051,,2024-11-25T00:00:00.0,,,,,,0.85051,696.36292,,,,,,,-0.1343,-2.10928,-0.86491
-4.68723,,,,,,,,,,,,,-0.13848,,,1.07005,,,,,,,,0.82641,,2024-11-25T00:30:00.0,,,,,,0.82641,,,,,,,,-0.13848,-4.68723,1.07005
-1.16228,,,,,,,,,,,,,-0.09759,,,1.68128,,,,,,,,0.80967,,2024-11-25T01:00:00.0,,,,,,0.80967,,,,,,,,-0.09759,-1.16228,1.68128
0.73258,,,,,,,,,,,,,-0.12458,,,1.16332,,,,,,,,0.76066,,2024-11-25T01:30:00.0,,,,,,0.76066,,,,,,,,-0.12458,0.73258,1.16332
0.38636,,,,,,,,,,,,,-0.02056,,,0.41693,,,,,,,,0.98298,,2024-11-25T02:00:00.0,,,,,,0.98298,,,,,,,,-0.02056,0.38636,0.41693
-0.50956,,,,,,,,,,,,,0.09712,,,-0.2036,,,,,,,,0.85633,,2024-11-25T02:30:00.0,,,,,,0.85633,,,,,,,,0.09712,-0.50956,-0.2036
0.35774,,,,,,,,,,,,,0.1172,,,-0.38011,,,,,,,,,,2024-11-25T03:00:00.0,,,,,,,,,,,,,,0.1172,0.35774,-0.38011
1.31847,,,,,,,,,,,,,0.15253,,,1.03115,,,,,,,,0.68954,,2024-11-25T03:30:00.0,,,,,,0.68954,,,,,,,,0.15253,1.31847,1.03115
3.09518,,,,,,,,,,,,,0.16388,,,1.54118,,,,,,,,0.75481,,2024-11-25T04:00:00.0,,,,,,0.75481,,,,,,,,0.16388,3.09518,1.54118
1.62349,,,,,600.32977,,,,,,,,0.24302,,,1.71631,,,,,,,,0.74688,,2024-11-25T04:30:00.0,,,,,,0.74688,600.32977,,,,,,,0.24302,1.62349,1.71631
1.77395,,,,,640.07922,,,,,,,,0.23925,,,1.68046,,,,,,,,0.77484,,2024-11-25T05:00:00.0,,,,,,0.77484,640.07922,,,,,,,0.23925,1.77395,1.68046
1.76328,,,,,444.92111,,,,,,,,0.21677,,,1.72452,,,,,,,,0.73386,,2024-11-25T05:30:00.0,,,,,,0.73386,444.92111,,,,,,,0.21677,1.76328,1.72452
3.96192,,,,,298.57541,,,,,,,,0.231,,,2.92212,,,,,,,,0.66392,,2024-11-25T06:00:00.0,,,,,,0.66392,298.57541,,,,,,,0.231,3.96192,2.92212
3.43031,,,,,313.27689,,,,,,,,0.24492,,,2.7841,,,,,,,,0.65283,,2024-11-25T06:30:00.0,,,,,,0.65283,313.27689,,,,,,,0.24492,3.43031,2.7841
3.47921,,,,,304.80869,,,,,,,,0.25233,,,3.74824,,,,,,,,0.67022,,2024-11-25T07:00:00.0,,,,,,0.67022,304.80869,,,,,,,0.25233,3.47921,3.74824
5.99558,,,,,168.18449,,,,,,,,0.22489,,,5.313,,,,,,,,0.52029,,2024-11-25T07:30:00.0,,,,,,0.52029,168.18449,,,,,,,0.22489,5.99558,5.313
10.38536,,,,,223.22321,,,,,,,,0.17556,,,7.14195,,,,,,,,0.65164,,2024-11-25T08:00:00.0,,,,,,0.65164,223.22321,,,,,,,0.17556,10.38536,7.14195
8.71811,,,,,268.67911,,,,,,,,0.1249,,,8.53621,,,,,,,,0.54668,,2024-11-25T08:30:00.0,,,,,,0.54668,268.67911,,,,,,,0.1249,8.71811,8.53621
15.30072,,,,,200.85921,,,,,,,,-0.0544,,,10.82973,,,,,,,,0.56701,,2024-11-25T09:00:00.0,,,,,,0.56701,200.85921,,,,,,,-0.0544,15.30072,10.82973
21.96177,,,,,726.6311,,,,,,,,-0.42939,,,18.54839,,,,,,,,0.8577,,2024-11-25T09:30:00.0,,,,,,0.8577,726.6311,,,,,,,-0.42939,21.96177,18.54839
14.27177,,,,,918.34998,,,,,,,,-0.45722,,,14.64615,,,,,,,,1.04325,,2024-11-25T10:00:00.0,,,,,,1.04325,918.34998,,,,,,,-0.45722,14.27177,14.64615
5.2835,,,,,641.93903,,,,,,,,-0.15229,,,4.24156,,,,,,,,0.93024,,2024-11-25T10:30:00.0,,,,,,0.93024,641.93903,,,,,,,-0.15229,5.2835,4.24156
5.89397,,,,,767.84558,,,,,,,,-0.33501,,,4.45823,,,,,,,,0.9734,,2024-11-25T11:00:00.0,,,,,,0.9734,767.84558,,,,,,,-0.33501,5.89397,4.45823
7.35028,,,,,953.85382,,,,,,,,-0.51543,,,8.21282,,,,,,,,0.95427,,2024-11-25T11:30:00.0,,,,,,0.95427,953.85382,,,,,,,-0.51543,7.35028,8.21282
14.26263,,,,,1089.50598,,,,,,,,-0.49244,,,9.64754,,,,,,,,1.21362,,2024-11-25T12:00:00.0,,,,,,1.21362,1089.50598,,,,,,,-0.49244,14.26263,9.64754
0.92999,,,,,1146.71399,,,,,,,,0.01734,,,2.41342,,,,,,,,1.21786,,2024-11-25T12:30:00.0,,,,,,1.21786,1146.71399,,,,,,,0.01734,0.92999,2.41342
-0.21237,,,,,835.00238,,,,,,,,-0.04605,,,4.74806,,,,,,,,1.09568,,2024-11-25T13:00:00.0,,,,,,1.09568,835.00238,,,,,,,-0.04605,-0.21237,4.74806
1.41148,,,,,855.15051,,,,,,,,-0.00025,,,-0.25188,,,,,,,,1.05607,,2024-11-25T13:30:00.0,,,,,,1.05607,855.15051,,,,,,,-0.00025,1.41148,-0.25188
0.95114,,,,,928.8988,,,,,,,,0.08938,,,-0.70144,,,,,,,,1.09685,,2024-11-25T14:00:00.0,,,,,,1.09685,928.8988,,,,,,,0.08938,0.95114,-0.70144
3.91397,,,,,965.66162,,,,,,,,-0.06251,,,2.74052,,,,,,,,1.08427,,2024-11-25T14:30:00.0,,,,,,1.08427,965.66162,,,,,,,-0.06251,3.91397,2.74052
-2.76072,,,,,914.17938,,,,,,,,0.08971,,,-0.33668,,,,,,,,1.00637,,2024-11-25T15:00:00.0,,,,,,1.00637,914.17938,,,,,,,0.08971,-2.76072,-0.33668
1.34514,,,,,1008.05402,,,,,,,,0.1145,,,0.70043,,,,,,,,1.02704,,2024-11-25T15:30:00.0,,,,,,1.02704,1008.05402,,,,,,,0.1145,1.34514,0.70043
-0.71594,,,,,714.31293,,,,,,,,0.25353,,,-1.95139,,,,,,,,0.8717,,2024-11-25T16:00:00.0,,,,,,0.8717,714.31293,,,,,,,0.25353,-0.71594,-1.95139
-3.30222,,,,,807.73541,,,,,,,,0.35541,,,-1.10111,,,,,,,,0.96998,,2024-11-25T16:30:00.0,,,,,,0.96998,807.73541,,,,,,,0.35541,-3.30222,-1.10111
0.47077,,,,,1031.12195,,,,,,,,0.14143,,,-1.29868,,,,,,,,1.02008,,2024-11-25T17:00:00.0,,,,,,1.02008,1031.12195,,,,,,,0.14143,0.47077,-1.29868
-1.82095,,,,,850.66022,,,,,,,,0.10108,,,-0.39171,,,,,,,,0.94286,,2024-11-25T17:30:00.0,,,,,,0.94286,850.66022,,,,,,,0.10108,-1.82095,-0.39171
1.48415,,,,,822.89008,,,,,,,,0.05541,,,0.40426,,,,,,,,0.95969,,2024-11-25T18:00:00.0,,,,,,0.95969,822.89008,,,,,,,0.05541,1.48415,0.40426
-2.47399,,,,,795.77209,,,,,,,,0.20079,,,-1.21741,,,,,,,,1.01324,,2024-11-25T18:30:00.0,,,,,,1.01324,795.77209,,,,,,,0.20079,-2.47399,-1.21741
-0.78077,,,,,847.45837,,,,,,,,0.23799,,,-1.82928,,,,,,,,0.91716,,2024-11-25T19:00:00.0,,,,,,0.91716,847.45837,,,,,,,0.23799,-0.78077,-1.82928
-1.04027,,,,,600.37738,,,,,,,,0.21563,,,0.02267,,,,,,,,0.70098,,2024-11-25T19:30:00.0,,,,,,0.70098,600.37738,,,,,,,0.21563,-1.04027,0.02267
-1.49498,,,,,555.9928,,,,,,,,0.07122,,,-0.98827,,,,,,,,0.69766,,2024-11-25T20:00:00.0,,,,,,0.69766,555.9928,,,,,,,0.07122,-1.49498,-0.98827
-0.312,,,,,744.7182,,,,,,,,0.08851,,,-1.52473,,,,,,,,0.66678,,2024-11-25T20:30:00.0,,,,,,0.66678,744.7182,,,,,,,0.08851,-0.312,-1.52473
-1.9819,,,,,624.05469,,,,,,,,0.13996,,,-0.69861,,,,,,,,0.65636,,2024-11-25T21:00:00.0,,,,,,0.65636,624.05469,,,,,,,0.13996,-1.9819,-0.69861
-1.817,,,,,655.97729,,,,,,,,0.2184,,,-1.58545,,,,,,,,0.70235,,2024-11-25T21:30:00.0,,,,,,0.70235,655.97729,,,,,,,0.2184,-1.817,-1.58545
-0.54773,,,,,329.94061,,,,,,,,0.06212,,,-0.37337,,,,,,,,0.52491,,2024-11-25T22:00:00.0,,,,,,0.52491,329.94061,,,,,,,0.06212,-0.54773,-0.37337
0.58241,,,,,394.0513,,,,,,,,-0.04747,,,-0.12997,,,,,,,,0.58995,,2024-11-25T22:30:00.0,,,,,,0.58995,394.0513,,,,,,,-0.04747,0.58241,-0.12997
-0.63733,,,,,421.76291,,,,,,,,-0.16853,,,-0.27924,,,,,,,,0.55725,,2024-11-25T23:00:00.0,,,,,,0.55725,421.76291,,,,,,,-0.16853,-0.63733,-0.27924
0.43615,,,,,720.83783,,,,,,,,-0.25431,,,0.55024,,,,,,,,0.61256,,2024-11-25T23:30:00.0,,,,,,0.61256,720.83783,,,,,,,-0.25431,0.43615,0.55024
0.22749,,,,,474.4649,,,,,,,,-0.23589,,,0.39539,,,,,,,,0.64777,,2024-11-26T00:00:00.0,,,,,,0.64777,474.4649,,,,,,,-0.23589,0.22749,0.39539
0.487,,,,,655.01782,,,,,,,,-0.18174,,,1.11836,,,,,,,,0.7478,,2024-11-26T00:30:00.0,,,,,,0.7478,655.01782,,,,,,,-0.18174,0.487,1.11836
2.56947,,,,,544.6684,,,,,,,,-0.11421,,,1.44792,,,,,,,,0.63377,,2024-11-26T01:00:00.0,,,,,,0.63377,544.6684,,,,,,,-0.11421,2.56947,1.44792
0.69013,,,,,608.875,,,,,,,,-0.11324,,,1.35285,,,,,,,,0.70181,,2024-11-26T01:30:00.0,,,,,,0.70181,608.875,,,,,,,-0.11324,0.69013,1.35285
1.0052,,,,,741.85083,,,,,,,,-0.08265,,,0.82813,,,,,,,,0.83847,,2024-11-26T02:00:00.0,,,,,,0.83847,741.85083,,,,,,,-0.08265,1.0052,0.82813
1.82637,,,,,743.67462,,,,,,,,-0.1875,,,2.19216,,,,,,,,0.83441,,2024-11-26T02:30:00.0,,,,,,0.83441,743.67462,,,,,,,-0.1875,1.82637,2.19216
1.3267,,,,,719.62872,,,,,,,,-0.11268,,,0.51848,,,,,,,,0.77123,,2024-11-26T03:00:00.0,,,,,,0.77123,719.62872,,,,,,,-0.11268,1.3267,0.51848
0.20992,,,,,1019.77502,,,,,,,,-0.10361,,,-0.29492,,,,,,,,0.88886,,2024-11-26T03:30:00.0,,,,,,0.88886,1019.77502,,,,,,,-0.10361,0.20992,-0.29492
-1.22296,,,,,723.02728,,,,,,,,0.06064,,,0.00972,,,,,,,,0.86492,,2024-11-26T04:00:00.0,,,,,,0.86492,723.02728,,,,,,,0.06064,-1.22296,0.00972
-0.84385,,,,,854.49933,,,,,,,,0.09567,,,-0.99732,,,,,,,,0.76884,,2024-11-26T04:30:00.0,,,,,,0.76884,854.49933,,,,,,,0.09567,-0.84385,-0.99732
-1.92434,,,,,868.03772,,,,,,,,0.25256,,,-0.68356,,,,,,,,0.72553,,2024-11-26T05:00:00.0,,,,,,0.72553,868.03772,,,,,,,0.25256,-1.92434,-0.68356
1.82084,,,,,764.0014,,,,,,,,-0.35973,,,0.52499,,,,,,,,0.80102,,2024-11-26T05:30:00.0,,,,,,0.80102,764.0014,,,,,,,-0.35973,1.82084,0.52499
-0.13905,,,,,621.10742,,,,,,,,-0.78138,,,0.20409,,,,,,,,0.75512,,2024-11-26T06:00:00.0,,,,,,0.75512,621.10742,,,,,,,-0.78138,-0.13905,0.20409
-1.53431,,,,,810.78137,,,,,,,,-0.21189,,,-0.89804,,,,,,,,0.82525,,2024-11-26T06:30:00.0,,,,,,0.82525,810.78137,,,,,,,-0.21189,-1.53431,-0.89804
1.23244,,,,,601.53259,,,,,,,,0.08847,,,1.05843,,,,,,,,0.7291,,2024-11-26T07:00:00.0,,,,,,0.7291,601.53259,,,,,,,0.08847,1.23244,1.05843
1.68796,,,,,1030.15405,,,,,,,,-0.02844,,,0.43589,,,,,,,,1.01267,,2024-11-26T07:30:00.0,,,,,,1.01267,1030.15405,,,,,,,-0.02844,1.68796,0.43589
-2.22828,,,,,1093.03699,,,,,,,,-0.13047,,,-4.21679,,,,,,,,1.002,,2024-11-26T08:00:00.0,,,,,,1.002,1093.03699,,,,,,,-0.13047,-2.22828,-4.21679
-2.43518,,,,,779.06329,,,,,,,,0.18559,,,-2.30236,,,,,,,,0.81001,,2024-11-26T08:30:00.0,,,,,,0.81001,779.06329,,,,,,,0.18559,-2.43518,-2.30236
-2.89221,,,,,706.66492,,,,,,,,-0.01475,,,-4.93598,,,,,,,,0.77773,,2024-11-26T09:00:00.0,,,,,,0.77773,706.66492,,,,,,,-0.01475,-2.89221,-4.93598
-0.46624,,,,,786.87549,,,,,,,,-0.11434,,,-0.43214,,,,,,,,0.78357,,2024-11-26T09:30:00.0,,,,,,0.78357,786.87549,,,,,,,-0.11434,-0.46624,-0.43214
-2.19495,,,,,997.72601,,,,,,,,-0.41048,,,-7.29154,,,,,,,,0.98368,,2024-11-26T10:00:00.0,,,,,,0.98368,997.72601,,,,,,,-0.41048,-2.19495,-7.29154
-1.30525,,,,,836.05261,,,,,,,,-0.06996,,,-1.25124,,,,,,,,0.92638,,2024-11-26T10:30:00.0,,,,,,0.92638,836.05261,,,,,,,-0.06996,-1.30525,-1.25124
0.10488,,,,,844.80719,,,,,,,,-0.06296,,,-1.99659,,,,,,,,0.95327,,2024-11-26T11:00:00.0,,,,,,0.95327,844.80719,,,,,,,-0.06296,0.10488,-1.99659
-0.96452,,,,,991.17358,,,,,,,,-0.19407,,,-2.05868,,,,,,,,0.96777,,2024-11-26T11:30:00.0,,,,,,0.96777,991.17358,,,,,,,-0.19407,-0.96452,-2.05868
-0.41661,,,,,1091.28503,,,,,,,,-0.18531,,,-3.78765,,,,,,,,0.88302,,2024-11-26T12:00:00.0,,,,,,0.88302,1091.28503,,,,,,,-0.18531,-0.41661,-3.78765
-1.96665,,,,,1323.84302,,,,,,,,0.00268,,,-2.18813,,,,,,,,0.94057,,2024-11-26T12:30:00.0,,,,,,0.94057,1323.84302,,,,,,,0.00268,-1.96665,-2.18813
-1.56292,,,,,1363.04199,,,,,,,,0.01808,,,-2.56821,,,,,,,,0.9156,,2024-11-26T13:00:00.0,,,,,,0.9156,1363.04199,,,,,,,0.01808,-1.56292,-2.56821
-2.35434,,,,,1464.47998,,,,,,,,-0.13572,,,-1.22524,,,,,,,,0.80492,,2024-11-26T13:30:00.0,,,,,,0.80492,1464.47998,,,,,,,-0.13572,-2.35434,-1.22524
-2.08773,,,,,1718.75098,,,,,,,,0.15601,,,-0.82724,,,,,,,,0.81325,,2024-11-26T14:00:00.0,,,,,,0.81325,1718.75098,,,,,,,0.15601,-2.08773,-0.82724
-1.63828,,,,,1115.98303,,,,,,,,-0.04007,,,-3.77831,,,,,,,,0.93921,,2024-11-26T14:30:00.0,,,,,,0.93921,1115.98303,,,,,,,-0.04007,-1.63828,-3.77831
-2.71252,,,,,804.79022,,,,,,,,-0.11087,,,-4.04243,,,,,,,,0.74712,,2024-11-26T15:00:00.0,,,,,,0.74712,804.79022,,,,,,,-0.11087,-2.71252,-4.04243
-3.40447,,,,,1028.76904,,,,,,,,-0.01943,,,-3.1727,,,,,,,,0.78434,,2024-11-26T15:30:00.0,,,,,,0.78434,1028.76904,,,,,,,-0.01943,-3.40447,-3.1727
1.08649,,,,,640.57373,,,,,,,,0.19023,,,1.68053,,,,,,,,0.70251,,2024-11-26T16:00:00.0,,,,,,0.70251,640.57373,,,,,,,0.19023,1.08649,1.68053
0.27686,,,,,548.44379,,,,,,,,0.03075,,,-0.97645,,,,,,,,0.57134,,2024-11-26T16:30:00.0,,,,,,0.57134,548.44379,,,,,,,0.03075,0.27686,-0.97645
0.01273,,,,,624.97308,,,,,,,,-0.16343,,,-1.54089,,,,,,,,0.65158,,2024-11-26T17:00:00.0,,,,,,0.65158,624.97308,,,,,,,-0.16343,0.01273,-1.54089
-1.90141,,,,,756.02173,,,,,,,,0.01672,,,-0.88096,,,,,,,,0.64643,,2024-11-26T17:30:00.0,,,,,,0.64643,756.02173,,,,,,,0.01672,-1.90141,-0.88096
-1.88139,,,,,737.97357,,,,,,,,0.1387,,,-0.56483,,,,,,,,0.5381,,2024-11-26T18:00:00.0,,,,,,0.5381,737.97357,,,,,,,0.1387,-1.88139,-0.56483
-1.02715,,,,,496.14221,,,,,,,,0.05162,,,0.25871,,,,,,,,0.49126,,2024-11-26T18:30:00.0,,,,,,0.49126,496.14221,,,,,,,0.05162,-1.02715,0.25871
-1.43933,,,,,558.59869,,,,,,,,0.23486,,,-0.01518,,,,,,,,0.51728,,2024-11-26T19:00:00.0,,,,,,0.51728,558.59869,,,,,,,0.23486,-1.43933,-0.01518
-2.06192,,,,,530.6864,,,,,,,,0.31973,,,0.29588,,,,,,,,0.50693,,2024-11-26T19:30:00.0,,,,,,0.50693,530.6864,,,,,,,0.31973,-2.06192,0.29588
-3.48954,,,,,424.45459,,,,,,,,0.0297,,,-1.76668,,,,,,,,0.46742,,2024-11-26T20:00:00.0,,,,,,0.46742,424.45459,,,,,,,0.0297,-3.48954,-1.76668
-3.21743,,,,,512.4278,,,,,,,,0.12322,,,-2.31737,,,,,,,,0.51567,,2024-11-26T20:30:00.0,,,,,,0.51567,512.4278,,,,,,,0.12322,-3.21743,-2.31737
-1.47196,,,,,472.17621,,,,,,,,0.23291,,,-1.47788,,,,,,,,0.50577,,2024-11-26T21:00:00.0,,,,,,0.50577,472.17621,,,,,,,0.23291,-1.47196,-1.47788
