HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
2.32962,,,,,-599.539,-4.129,,-4.48067,,,,,-0.0706,,,1.79321,,,,,,,,0.42469,-4.20967,2023-11-15T10:00:00.0,,,,,,0.42469,-599.539,,,,,,,-0.0706,2.32962,1.79321,-4.129,-4.129,-4.20967,-4.48067
3.54301,,,,,,-3.979,,-4.34667,,,,,0.01762,,,1.06981,,,,,,,,0.44909,-4.072,2023-11-15T10:30:00.0,,,,,,0.44909,,,,,,,,0.01762,3.54301,1.06981,-3.979,-3.979,-4.072,-4.34667
2.39111,,,,,-370.4722,-3.84333,,-4.23067,,,,,0.11746,,,1.46361,,,,,,,,0.42592,-3.953,2023-11-15T11:00:00.0,,,,,,0.42592,-370.4722,,,,,,,0.11746,2.39111,1.46361,-3.84333,-3.84333,-3.953,-4.23067
-0.30778,,,,,,-3.758,,-4.16133,,,,,0.03829,,,-0.17341,,,,,,,,0.32059,-3.878,2023-11-15T11:30:00.0,,,,,,0.32059,,,,,,,,0.03829,-0.30778,-0.17341,-3.758,-3.758,-3.878,-4.16133
0.42148,,,,,,-3.765,,-4.17133,,,,,0.11231,,,-0.48883,,,,,,,,0.42223,-3.88767,2023-11-15T12:00:00.0,,,,,,0.42223,,,,,,,,0.11231,0.42148,-0.48883,-3.765,-3.765,-3.88767,-4.17133
-0.51881,,,,,,-3.774,,-4.218,,,,,-0.06795,,,-0.18137,,,,,,,,0.41171,-3.92633,2023-11-15T12:30:00.0,,,,,,0.41171,,,,,,,,-0.06795,-0.51881,-0.18137,-3.774,-3.774,-3.92633,-4.218
-2.01793,,,,,,-3.912,,-4.356,,,,,,,,,,,,,,,,0.36435,-4.07167,2023-11-15T13:00:00.0,,,,,,0.36435,,,,,,,,,-2.01793,,-3.912,-3.912,-4.07167,-4.356
-1.84774,,,,,-180.0274,-3.89033,,-4.33433,,,,,,,,,,,,,,,,0.38078,-4.044,2023-11-15T13:30:00.0,,,,,,0.38078,-180.0274,,,,,,,,-1.84774,,-3.89033,-3.89033,-4.044,-4.33433
-0.52578,,,,,,-3.97036,,-4.355,,,,,,,,,,,,,,,,,-4.07214,2023-11-15T14:00:00.0,,,,,,,,,,,,,,,-0.52578,,-3.97036,-3.97036,-4.07214,-4.355
-0.86819,,,,,-772.63263,-3.96167,,-4.36467,,,,,,,,,,,,,,,,0.47364,-4.07967,2023-11-15T14:30:00.0,,,,,,0.47364,-772.63263,,,,,,,,-0.86819,,-3.96167,-3.96167,-4.07967,-4.36467
-0.73191,,,,,-421.25339,-4.024,,-4.39767,,,,,,,,,,,,,,,,0.43539,-4.12067,2023-11-15T15:00:00.0,,,,,,0.43539,-421.25339,,,,,,,,-0.73191,,-4.024,-4.024,-4.12067,-4.39767
-2.96798,,,,,-488.43781,-4.14733,,-4.50767,,,,,,,,,,,,,,,,0.46374,-4.237,2023-11-15T15:30:00.0,,,,,,0.46374,-488.43781,,,,,,,,-2.96798,,-4.14733,-4.14733,-4.237,-4.50767
-2.64539,,,,,-445.9881,-4.266,,-4.64967,,,,,,,,,,,,,,,,0.40808,-4.37567,2023-11-15T16:00:00.0,,,,,,0.40808,-445.9881,,,,,,,,-2.64539,,-4.266,-4.266,-4.37567,-4.64967
-2.05971,,,,,,-4.416,,-4.78867,,,,,,,,,,,,,,,,0.46984,-4.52133,2023-11-15T16:30:00.0,,,,,,0.46984,,,,,,,,,-2.05971,,-4.416,-4.416,-4.52133,-4.78867
-9.40802,,,,,,-4.717,,-5.12767,,,,,,,,,,,,,,,,0.5684,-4.85267,2023-11-15T17:00:00.0,,,,,,0.5684,,,,,,,,,-9.40802,,-4.717,-4.717,-4.85267,-5.12767
-3.18511,,,,,,-5.00333,,-5.42367,,,,,,,,,,,,,,,,0.47599,-5.142,2023-11-15T17:30:00.0,,,,,,0.47599,,,,,,,,,-3.18511,,-5.00333,-5.00333,-5.142,-5.42367
-5.71413,,,,,-1143.94397,-5.26233,,-5.738,,,,,,,,,,,,,,,,0.49702,-5.44167,2023-11-15T18:00:00.0,,,,,,0.49702,-1143.94397,,,,,,,,-5.71413,,-5.26233,-5.26233,-5.44167,-5.738
-5.66545,,,,,-1157.97302,-5.577,,-6.109,,,,,,,,,,,,,,,,0.4782,-5.81433,2023-11-15T18:30:00.0,,,,,,0.4782,-1157.97302,,,,,,,,-5.66545,,-5.577,-5.577,-5.81433,-6.109
-10.08879,,,,,,-5.98733,,-6.53367,,,,,,,,,,,,,,,,0.57127,-6.23933,2023-11-15T19:00:00.0,,,,,,0.57127,,,,,,,,,-10.08879,,-5.98733,-5.98733,-6.23933,-6.53367
-10.3093,,,,,367.17999,-6.47233,,-7.05033,,,,,,,,,,,,,,,,0.50153,-6.75067,2023-11-15T19:30:00.0,,,,,,0.50153,367.17999,,,,,,,,-10.3093,,-6.47233,-6.47233,-6.75067,-7.05033
-0.68186,,,,,,-6.74967,,-7.263,,,,,,,,,,,,,,,,0.44676,-6.985,2023-11-15T20:00:00.0,,,,,,0.44676,,,,,,,,,-0.68186,,-6.74967,-6.74967,-6.985,-7.263
-2.50536,,,,,,-6.817,,-7.32933,,,,,,,,,,,,,,,,0.39812,-7.042,2023-11-15T20:30:00.0,,,,,,0.39812,,,,,,,,,-2.50536,,-6.817,-6.817,-7.042,-7.32933
-3.26092,,,,,,-7.02233,,-7.54467,,,,,,,,,,,,,,,,0.48163,-7.25633,2023-11-15T21:00:00.0,,,,,,0.48163,,,,,,,,,-3.26092,,-7.02233,-7.02233,-7.25633,-7.54467
-4.45532,,,,,,-7.201,,-7.71467,,,,,,,,,,,,,,,,0.47295,-7.41967,2023-11-15T21:30:00.0,,,,,,0.47295,,,,,,,,,-4.45532,,-7.201,-7.201,-7.41967,-7.71467
-0.5528,,,,,,-7.35567,,-7.87533,,,,,,,,,,,,,,,,0.49584,-7.581,2023-11-15T22:00:00.0,,,,,,0.49584,,,,,,,,,-0.5528,,-7.35567,-7.35567,-7.581,-7.87533
1.47572,,,,,,-7.29033,,-7.88267,,,,,,,,,,,,,,,,0.3014,-7.57833,2023-11-15T22:30:00.0,,,,,,0.3014,,,,,,,,,1.47572,,-7.29033,-7.29033,-7.57833,-7.88267
-2.74962,,,,,,-7.34267,,-7.82567,,,,,,,,,,,,,,,,,-7.537,2023-11-15T23:00:00.0,,,,,,,,,,,,,,,-2.74962,,-7.34267,-7.34267,-7.537,-7.82567
-9.26308,,,,,,-7.60233,,-7.88767,,,,,,,,,,,,,,,,0.15684,-7.65867,2023-11-15T23:30:00.0,,,,,,0.15684,,,,,,,,,-9.26308,,-7.60233,-7.60233,-7.65867,-7.88767
2.25793,,,,,461.67731,-7.814,,-7.95367,,,,,,,,,,,,,,,,0.31342,-7.79,2023-11-16T00:00:00.0,,,,,,0.31342,461.67731,,,,,,,,2.25793,,-7.814,-7.814,-7.79,-7.95367
-2.60656,,,,,-69.29803,-7.76067,,-8.006,,,,,,,,,,,,,,,,0.61567,-7.78533,2023-11-16T00:30:00.0,,,,,,0.61567,-69.29803,,,,,,,,-2.60656,,-7.76067,-7.76067,-7.78533,-8.006
-3.53985,,,,,,-7.952,,-8.22167,,,,,,,-8.15333,,,,,,,,,,-7.994,2023-11-16T01:00:00.0,,,,,,,,,,,,,,,-3.53985,,-7.952,-7.952,-7.994,-8.22167
0.28842,,,,,,-8.05367,,-8.336,,,,,,,-8.24067,,,,,,,,,,-8.10333,2023-11-16T01:30:00.0,,,,,,,,,,,,,,,0.28842,,-8.05367,-8.05367,-8.10333,-8.336
0.20907,,,,,,-8.10233,,-8.36767,,,,,,,-8.15967,,,,,,,,,,-8.16233,2023-11-16T02:00:00.0,,,,,,,,,,,,,,,0.20907,,-8.10233,-8.10233,-8.16233,-8.36767
6.02993,,,,,,-7.897,,-8.24833,,,,,,,-7.90433,,,,,,,,,0.27195,-8.02767,2023-11-16T02:30:00.0,,,,,,0.27195,,,,,,,,,6.02993,,-7.897,-7.897,-8.02767,-8.24833
7.68379,,,,,106.6095,-7.494,,-7.99433,,,,,,,-7.523,,,,,,,,,0.28103,-7.735,2023-11-16T03:00:00.0,,,,,,0.28103,106.6095,,,,,,,,7.68379,,-7.494,-7.494,-7.735,-7.99433
1.25888,,,,,,-7.25567,,-7.81967,,,,,,,-7.217,,,,,,,,,0.12712,-7.55333,2023-11-16T03:30:00.0,,,,,,0.12712,,,,,,,,,1.25888,,-7.25567,-7.25567,-7.55333,-7.81967
1.14598,,,,,118.5358,-7.17033,,-7.67833,,,,,,,-7.07467,,,,,,,,,0.26959,-7.32833,2023-11-16T04:00:00.0,,,,,,0.26959,118.5358,,,,,,,,1.14598,,-7.17033,-7.17033,-7.32833,-7.67833
-0.12854,,,,,,-7.20967,,-7.71867,,,,,,,-7.46533,,,,,,,,,0.39972,-7.30033,2023-11-16T04:30:00.0,,,,,,0.39972,,,,,,,,,-0.12854,,-7.20967,-7.20967,-7.30033,-7.71867
1.25457,,,,,330.0387,-7.19967,,-7.652,,,,,,,-7.41733,,,,,,,,,0.28282,-7.26067,2023-11-16T05:00:00.0,,,,,,0.28282,330.0387,,,,,,,,1.25457,,-7.19967,-7.19967,-7.26067,-7.652
0.11912,,,,,,-7.17967,,-7.59833,,,,,,,-7.41433,,,,,,,,,0.32066,-7.23933,2023-11-16T05:30:00.0,,,,,,0.32066,,,,,,,,,0.11912,,-7.17967,-7.17967,-7.23933,-7.59833
0.77043,,,,,864.75031,-7.12,,-7.51733,,,,,,,-7.376,,,,,,,,,0.4657,-7.19467,2023-11-16T06:00:00.0,,,,,,0.4657,864.75031,,,,,,,,0.77043,,-7.12,-7.12,-7.19467,-7.51733
-5.32157,,,,,432.0932,-7.17167,,-7.54433,,,,,,,-7.45967,,,,,,,,,0.3768,-7.242,2023-11-16T06:30:00.0,,,,,,0.3768,432.0932,,,,,,,,-5.32157,,-7.17167,-7.17167,-7.242,-7.54433
-0.02862,,,,,,-7.356,,-7.67233,,,,,,,-7.59733,,,,,,,,,0.477,-7.437,2023-11-16T07:00:00.0,,,,,,0.477,,,,,,,,,-0.02862,,-7.356,-7.356,-7.437,-7.67233
-5.04822,,,,,894.71527,-7.50633,,-7.834,,,,,,,-7.84767,,,,,,,,,0.40234,-7.59133,2023-11-16T07:30:00.0,,,,,,0.40234,894.71527,,,,,,,,-5.04822,,-7.50633,-7.50633,-7.59133,-7.834
-0.84986,,,,,-634.98022,-7.663,,-8.012,,,,,,,-8.03167,,,,,,,,,0.48898,-7.74867,2023-11-16T08:00:00.0,,,,,,0.48898,-634.98022,,,,,,,,-0.84986,,-7.663,-7.663,-7.74867,-8.012
1.69601,,,,,,-7.645,,-7.994,,,,,,,-7.98567,,,,,,,,,0.44935,-7.72267,2023-11-16T08:30:00.0,,,,,,0.44935,,,,,,,,,1.69601,,-7.645,-7.645,-7.72267,-7.994
4.2139,,,,,-2542.18408,-7.51367,,-7.866,,,,,,,-7.828,,,,,,,,,0.29933,-7.59633,2023-11-16T09:00:00.0,,,,,,0.29933,-2542.18408,,,,,,,,4.2139,,-7.51367,-7.51367,-7.59633,-7.866
6.25564,,,,,-214.46471,-7.258,,-7.65067,,,,,,,-7.6,,,,,,,,,0.31301,-7.37,2023-11-16T09:30:00.0,,,,,,0.31301,-214.46471,,,,,,,,6.25564,,-7.258,-7.258,-7.37,-7.65067
4.50119,,,,,-222.5204,-7.006,,-7.45033,,,,,,,-7.41833,,,,,,,,,0.3229,-7.14967,2023-11-16T10:00:00.0,,,,,,0.3229,-222.5204,,,,,,,,4.50119,,-7.006,-7.006,-7.14967,-7.45033
4.14983,,,,,-108.2829,-6.78667,,-7.249,,,,,,,-7.20367,,,,,,,,,0.29444,-6.95567,2023-11-16T10:30:00.0,,,,,,0.29444,-108.2829,,,,,,,,4.14983,,-6.78667,-6.78667,-6.95567,-7.249
3.39721,,,,,-239.44901,-6.54933,,-7.02133,,,,,,,-6.97967,,,,,,,,,0.23564,-6.729,2023-11-16T11:00:00.0,,,,,,0.23564,-239.44901,,,,,,,,3.39721,,-6.54933,-6.54933,-6.729,-7.02133
7.12881,,,,,-228.55589,-6.34,,-6.82133,,,,,,,-6.77033,,,,,,,,,0.38961,-6.52467,2023-11-16T11:30:00.0,,,,,,0.38961,-228.55589,,,,,,,,7.12881,,-6.34,-6.34,-6.52467,-6.82133
3.8932,,,,,-91.30517,-6.077,,-6.56233,,,,,,,-6.508,,,,,,,,,0.21479,-6.27133,2023-11-16T12:00:00.0,,,,,,0.21479,-91.30517,,,,,,,,3.8932,,-6.077,-6.077,-6.27133,-6.56233
1.74631,,,,,-867.50049,-5.83567,,-6.469,,,,,,,-6.412,,,,,,,,,0.43623,-6.14,2023-11-16T12:30:00.0,,,,,,0.43623,-867.50049,,,,,,,,1.74631,,-5.83567,-5.83567,-6.14,-6.469
-0.67975,,,,,1065.28699,-5.87633,,-6.61333,,,,,,,-6.504,,,,,,,,,0.4074,-6.17133,2023-11-16T13:00:00.0,,,,,,0.4074,1065.28699,,,,,,,,-0.67975,,-5.87633,-5.87633,-6.17133,-6.61333
-1.12912,,,,,,-5.89367,,-6.584,,,,,,,-6.47933,,,,,,,,,0.34963,-6.02,2023-11-16T13:30:00.0,,,,,,0.34963,,,,,,,,,-1.12912,,-5.89367,-5.89367,-6.02,-6.584
-3.18523,,,,,,-6.02533,,-6.76233,,,,,,,-6.59233,,,,,,,,,0.33625,-6.139,2023-11-16T14:00:00.0,,,,,,0.33625,,,,,,,,,-3.18523,,-6.02533,-6.02533,-6.139,-6.76233
-0.98428,,,,,1051.94104,-6.06867,,-6.72833,,,,,,,-6.438,,,,,,,,,0.29365,-6.16233,2023-11-16T14:30:00.0,,,,,,0.29365,1051.94104,,,,,,,,-0.98428,,-6.06867,-6.06867,-6.16233,-6.72833
-1.25978,,,,,629.98828,-6.18867,,-6.82633,,,,,,,-6.49433,,,,,,,,,0.29534,-6.271,2023-11-16T15:00:00.0,,,,,,0.29534,629.98828,,,,,,,,-1.25978,,-6.18867,-6.18867,-6.271,-6.82633
0.80278,,,,,-692.40692,-6.12533,,-6.73533,,,,,,,-6.518,,,,,,,,,0.24002,-6.28167,2023-11-16T15:30:00.0,,,,,,0.24002,-692.40692,,,,,,,,0.80278,,-6.12533,-6.12533,-6.28167,-6.73533
-1.57069,,,,,593.12927,-6.199,,-6.74833,,,,,,,-6.533,,,,,,,,,0.25572,-6.288,2023-11-16T16:00:00.0,,,,,,0.25572,593.12927,,,,,,,,-1.57069,,-6.199,-6.199,-6.288,-6.74833
-1.05721,,,,,576.35522,-6.224,,-6.739,,,,,,,-6.58167,,,,,,,,,0.30529,-6.341,2023-11-16T16:30:00.0,,,,,,0.30529,576.35522,,,,,,,,-1.05721,,-6.224,-6.224,-6.341,-6.739
-1.74371,,,,,297.495,-6.24433,,-6.755,,,,,,,-6.66733,,,,,,,,,0.16323,-6.40667,2023-11-16T17:00:00.0,,,,,,0.16323,297.495,,,,,,,,-1.74371,,-6.24433,-6.24433,-6.40667,-6.755
-1.12207,,,,,-2189.99902,-6.395,,-6.837,,,,,,,-6.75533,,,,,,,,,0.19359,-6.50367,2023-11-16T17:30:00.0,,,,,,0.19359,-2189.99902,,,,,,,,-1.12207,,-6.395,-6.395,-6.50367,-6.837
-3.61807,,,,,-318.2886,-6.46,,-6.931,,,,,,,-6.883,,,,,,,,,0.13891,-6.60133,2023-11-16T18:00:00.0,,,,,,0.13891,-318.2886,,,,,,,,-3.61807,,-6.46,-6.46,-6.60133,-6.931
-3.60842,,,,,-225.2359,-6.665,,-7.122,,,,,,,-7.06967,,,,,,,,,0.17046,-6.79833,2023-11-16T18:30:00.0,,,,,,0.17046,-225.2359,,,,,,,,-3.60842,,-6.665,-6.665,-6.79833,-7.122
-0.60062,,,,,,-6.75233,,-7.26067,,,,,,,-7.221,,,,,,,,,0.14313,-6.94,2023-11-16T19:00:00.0,,,,,,0.14313,,,,,,,,,-0.60062,,-6.75233,-6.75233,-6.94,-7.26067
-0.63732,,,,,,-6.83233,,-7.35,,,,,,,-7.296,,,,,,,,,,-7.00933,2023-11-16T19:30:00.0,,,,,,,,,,,,,,,-0.63732,,-6.83233,-6.83233,-7.00933,-7.35
-5.84676,,,,,-92.55534,-7.03167,,-7.54067,,,,,,,-7.472,,,,,,,,,0.24543,-7.21133,2023-11-16T20:00:00.0,,,,,,0.24543,-92.55534,,,,,,,,-5.84676,,-7.03167,-7.03167,-7.21133,-7.54067
-3.26002,,,,,,-7.24533,,-7.72233,,,,,,,-7.655,,,,,,,,,,-7.41433,2023-11-16T20:30:00.0,,,,,,,,,,,,,,,-3.26002,,-7.24533,-7.24533,-7.41433,-7.72233
-1.16661,,,,,,-7.31067,,-7.79467,,,,,,,-7.70533,,,,,,,,,0.14954,-7.501,2023-11-16T21:00:00.0,,,,,,0.14954,,,,,,,,,-1.16661,,-7.31067,-7.31067,-7.501,-7.79467
-3.81522,,,,,-10791.03027,-7.46333,,-7.87267,,,,,,,-7.77333,,,,,,,,,0.21449,-7.607,2023-11-16T21:30:00.0,,,,,,0.21449,-10791.03027,,,,,,,,-3.81522,,-7.46333,-7.46333,-7.607,-7.87267
0.12359,,,,,,-7.55433,,-7.96833,,,,,,,-7.87733,,,,,,,,,0.07764,-7.69567,2023-11-16T22:00:00.0,,,,,,0.07764,,,,,,,,,0.12359,,-7.55433,-7.55433,-7.69567,-7.96833
1.32028,,,,,-129.95219,-7.59,,-7.98167,,,,,,,-7.88833,,,,,,,,,0.26743,-7.71133,2023-11-16T22:30:00.0,,,,,,0.26743,-129.95219,,,,,,,,1.32028,,-7.59,-7.59,-7.71133,-7.98167
-3.48745,,,,,-53.26066,-7.56233,,-7.96333,,,,,,,-7.88167,,,,,,,,,0.18137,-7.68567,2023-11-16T23:00:00.0,,,,,,0.18137,-53.26066,,,,,,,,-3.48745,,-7.56233,-7.56233,-7.68567,-7.96333
-0.01365,,,,,,-7.67867,,-8.002,,,,,,,-7.91367,,,,,,,,,0.06773,-7.73133,2023-11-16T23:30:00.0,,,,,,0.06773,,,,,,,,,-0.01365,,-7.67867,-7.67867,-7.73133,-8.002
0.93141,,,,,,-7.66467,,-8.063,,,,,0.0313,,-7.98567,-1.14523,,,,,,,,0.19279,-7.772,2023-11-17T00:00:00.0,,,,,,0.19279,,,,,,,,0.0313,0.93141,-1.14523,-7.66467,-7.66467,-7.772,-8.063
-3.32281,,,,,,-7.79133,,-8.17367,,,,,0.02253,,-8.09267,-1.0113,,,,,,,,0.30634,-7.88467,2023-11-17T00:30:00.0,,,,,,0.30634,,,,,,,,0.02253,-3.32281,-1.0113,-7.79133,-7.79133,-7.88467,-8.17367
-0.85197,,,,,,-7.87267,,-8.21367,,,,,-0.03408,,-8.12833,-0.00769,,,,,,,,0.2598,-7.93467,2023-11-17T01:00:00.0,,,,,,0.2598,,,,,,,,-0.03408,-0.85197,-0.00769,-7.87267,-7.87267,-7.93467,-8.21367
-5.74388,,,,,-397.0282,-8.00633,,-8.355,,,,,-0.06638,,-8.275,-1.99343,,,,,,,,0.24682,-8.079,2023-11-17T01:30:00.0,,,,,,0.24682,-397.0282,,,,,,,-0.06638,-5.74388,-1.99343,-8.00633,-8.00633,-8.079,-8.355
-1.32802,,,,,,-8.123,,-8.449,,,,,0.03447,,-8.365,-0.24893,,,,,,,,,-8.17967,2023-11-17T02:00:00.0,,,,,,,,,,,,,,0.03447,-1.32802,-0.24893,-8.123,-8.123,-8.17967,-8.449
-0.44924,,,,,,-8.19467,,-8.556,,,,,0.01454,,-8.47767,-0.9848,,,,,,,,0.25279,-8.26933,2023-11-17T02:30:00.0,,,,,,0.25279,,,,,,,,0.01454,-0.44924,-0.9848,-8.19467,-8.19467,-8.26933,-8.556
2.281,,,,,,-8.17467,,-8.531,,,,,0.06704,,-8.46067,1.09634,,,,,,,,0.35407,-8.25867,2023-11-17T03:00:00.0,,,,,,0.35407,,,,,,,,0.06704,2.281,1.09634,-8.17467,-8.17467,-8.25867,-8.531
0.21714,,,,,-351.12561,-8.11133,,-8.487,,,,,-0.17699,,-8.40467,-0.67477,,,,,,,,0.26247,-8.21133,2023-11-17T03:30:00.0,,,,,,0.26247,-351.12561,,,,,,,-0.17699,0.21714,-0.67477,-8.11133,-8.11133,-8.21133,-8.487
3.03918,,,,,,-8.03333,,-8.373,,,,,0.15993,,-8.27267,1.1582,,,,,,,,,-8.117,2023-11-17T04:00:00.0,,,,,,,,,,,,,,0.15993,3.03918,1.1582,-8.03333,-8.03333,-8.117,-8.373
4.02567,,,,,,-7.82567,,-8.13,,,,,0.43714,,-8.02433,1.52384,,,,,,,,0.12795,-7.881,2023-11-17T04:30:00.0,,,,,,0.12795,,,,,,,,0.43714,4.02567,1.52384,-7.82567,-7.82567,-7.881,-8.13
1.60225,,,,,-87.40585,-7.64633,,-8.019,,,,,0.42562,,-7.931,0.68761,,,,,,,,0.13212,-7.745,2023-11-17T05:00:00.0,,,,,,0.13212,-87.40585,,,,,,,0.42562,1.60225,0.68761,-7.64633,-7.64633,-7.745,-8.019
1.17615,,,,,-64.63855,-7.64667,,-8.01433,,,,,0.27171,,-7.93533,0.05147,,,,,,,,0.14996,-7.74933,2023-11-17T05:30:00.0,,,,,,0.14996,-64.63855,,,,,,,0.27171,1.17615,0.05147,-7.64667,-7.64667,-7.74933,-8.01433
0.13553,,,,,-133.46581,-7.63467,,-8.03333,,,,,-0.00994,,-7.96233,0.29448,,,,,,,,0.19714,-7.751,2023-11-17T06:00:00.0,,,,,,0.19714,-133.46581,,,,,,,-0.00994,0.13553,0.29448,-7.63467,-7.63467,-7.751,-8.03333
0.61145,,,,,,-7.58967,,-7.96067,,,,,-0.25493,,-7.86333,0.66612,,,,,,,,0.10822,-7.69767,2023-11-17T06:30:00.0,,,,,,0.10822,,,,,,,,-0.25493,0.61145,0.66612,-7.58967,-7.58967,-7.69767,-7.96067
4.5214,,,,,-117.8582,-7.43333,,-7.749,,,,,0.21065,,-7.59567,1.98143,,,,,,,,0.0777,-7.51433,2023-11-17T07:00:00.0,,,,,,0.0777,-117.8582,,,,,,,0.21065,4.5214,1.98143,-7.43333,-7.43333,-7.51433,-7.749
3.19584,,,,,-31.95134,-7.19967,,-7.591,,,,,0.30106,,-7.47067,1.05194,,,,,,,,0.08657,-7.326,2023-11-17T07:30:00.0,,,,,,0.08657,-31.95134,,,,,,,0.30106,3.19584,1.05194,-7.19967,-7.19967,-7.326,-7.591
2.76012,,,,,,-7.11133,,-7.414,,,,,0.29757,,-7.29333,1.54535,,,,,,,,0.12832,-7.19,2023-11-17T08:00:00.0,,,,,,0.12832,,,,,,,,0.29757,2.76012,1.54535,-7.11133,-7.11133,-7.19,-7.414
1.74546,,,,,-7.79684,-6.991,,-7.31167,,,,,-0.06065,,-7.20067,0.73514,,,,,,,,0.08057,-7.06767,2023-11-17T08:30:00.0,,,,,,0.08057,-7.79684,,,,,,,-0.06065,1.74546,0.73514,-6.991,-6.991,-7.06767,-7.31167
5.03041,,,,,1837.74805,-6.79633,,-7.15033,,,,,0.25549,,-7.06467,1.88942,,,,,,,,0.30859,-6.89,2023-11-17T09:00:00.0,,,,,,0.30859,1837.74805,,,,,,,0.25549,5.03041,1.88942,-6.79633,-6.79633,-6.89,-7.15033
0.63693,,,,,,-6.63,,-7.08567,,,,,-0.12224,,-7.00967,0.2669,,,,,,,,0.16574,-6.80233,2023-11-17T09:30:00.0,,,,,,0.16574,,,,,,,,-0.12224,0.63693,0.2669,-6.63,-6.63,-6.80233,-7.08567
2.8284,,,,,-47.99564,-6.61367,,-7.03167,,,,,0.04382,,-6.95333,1.46808,,,,,,,,0.15859,-6.743,2023-11-17T10:00:00.0,,,,,,0.15859,-47.99564,,,,,,,0.04382,2.8284,1.46808,-6.61367,-6.61367,-6.743,-7.03167
3.25443,,,,,-68.68933,-6.46333,,-6.87933,,,,,-0.22449,,-6.80667,1.20683,,,,,,,,0.17796,-6.598,2023-11-17T10:30:00.0,,,,,,0.17796,-68.68933,,,,,,,-0.22449,3.25443,1.20683,-6.46333,-6.46333,-6.598,-6.87933
3.7783,,,,,,-6.25867,,-6.72667,,,,,-0.39529,,-6.667,0.81221,,,,,,,,0.26645,-6.42767,2023-11-17T11:00:00.0,,,,,,0.26645,,,,,,,,-0.39529,3.7783,0.81221,-6.25867,-6.25867,-6.42767,-6.72667
2.95977,,,,,,-6.10567,,-6.554,,,,,-0.18687,,-6.49533,1.45393,,,,,,,,0.2042,-6.26567,2023-11-17T11:30:00.0,,,,,,0.2042,,,,,,,,-0.18687,2.95977,1.45393,-6.10567,-6.10567,-6.26567,-6.554
3.34606,,,,,,-5.979,,-6.41367,,,,,0.06276,,-6.35333,1.03614,,,,,,,,0.28188,-6.142,2023-11-17T12:00:00.0,,,,,,0.28188,,,,,,,,0.06276,3.34606,1.03614,-5.979,-5.979,-6.142,-6.41367
2.03591,,,,,,-5.81033,,-6.26633,,,,,0.22284,,-6.206,1.23777,,,,,,,,,-5.98333,2023-11-17T12:30:00.0,,,,,,,,,,,,,,0.22284,2.03591,1.23777,-5.81033,-5.81033,-5.98333,-6.26633
0.80247,,,,,,-5.71233,,-6.14333,,,,,1.01797,,-6.09167,0.89789,,,,,,,,0.30224,-5.85967,2023-11-17T13:00:00.0,,,,,,0.30224,,,,,,,,1.01797,0.80247,0.89789,-5.71233,-5.71233,-5.85967,-6.14333
1.94558,,,,,,-5.634,,-6.036,,,,,0.24172,,-5.969,1.4742,,,,,,,,0.3919,-5.75867,2023-11-17T13:30:00.0,,,,,,0.3919,,,,,,,,0.24172,1.94558,1.4742,-5.634,-5.634,-5.75867,-6.036
0.7457,,,,,,-5.571,,-5.97433,,,,,0.24914,,-5.90633,0.51906,,,,,,,,0.33327,-5.69967,2023-11-17T14:00:00.0,,,,,,0.33327,,,,,,,,0.24914,0.7457,0.51906,-5.571,-5.571,-5.69967,-5.97433
-0.76906,,,,,,-5.532,,-5.94333,,,,,-0.92476,,-5.88533,-0.39019,,,,,,,,0.35881,-5.66533,2023-11-17T14:30:00.0,,,,,,0.35881,,,,,,,,-0.92476,-0.76906,-0.39019,-5.532,-5.532,-5.66533,-5.94333
-2.94165,,,,,,-5.654,,-6.21867,,,,,-1.26865,,-6.179,-3.92571,,,,,,,,0.3332,-5.93467,2023-11-17T15:00:00.0,,,,,,0.3332,,,,,,,,-1.26865,-2.94165,-3.92571,-5.654,-5.654,-5.93467,-6.21867
